disease_id,disease_name,therapeutic_area,chronic_or_acute,severity_level,brief_clinical_description,typical_patient_profile,common_comorbidities
DIS699,Hypertensive Nephrosclerosis (Malignant),Nephrology,Acute,Severe,Accelerated hypertension with renal injury,Uncontrolled hypertension; young black men,AKI; Hematuria; Hypertensive retinopathy
DIS700,Renal Artery Stenosis (Atherosclerotic),Nephrology,Chronic,Moderate,Atherosclerotic narrowing of renal artery,Elderly; smokers; PAD,Hypertension; Ischemic nephropathy; Flash pulmonary edema
DIS701,Renal Artery Stenosis (Fibromuscular Dysplasia),Nephrology,Chronic,Moderate,Non-atherosclerotic narrowing,Young women; middle-aged,Hypertension; Renal artery dissection
DIS702,Atheroembolic Renal Disease,Nephrology,Acute,Severe,Cholesterol emboli after vascular procedure,Elderly; post-angiography; aortic manipulation,AKI; Livedo reticularis; Eosinophilia
DIS703,Acute Tubular Necrosis (Ischemic),Nephrology,Acute,Severe,Renal tubular injury from hypoperfusion,Hospitalized; shock; sepsis,AKI; Hyperkalemia; Volume overload
DIS704,Acute Tubular Necrosis (Nephrotoxic),Nephrology,Acute,Severe,Drug-induced tubular injury (aminoglycosides, contrast),Hospitalized; ICU; drug exposure,AKI; Non-oliguric; Recovery
DIS705,Acute Interstitial Nephritis (Drug-induced),Nephrology,Acute,Severe,Allergic interstitial inflammation (NSAIDs, antibiotics),Adults; drug exposure,AKI; Fever; Rash; Eosinophiluria
DIS706,Acute Interstitial Nephritis (Infection-related),Nephrology,Acute,Severe,Bacterial or viral interstitial nephritis,Children; adults; pyelonephritis,AKI; Flank pain; Fever
DIS707,Acute Interstitial Nephritis (Autoimmune),Nephrology,Acute,Severe,Associated with sarcoid, TINU syndrome,Young adults; uveitis,AKI; Eye inflammation
DIS708,Light Chain Cast Nephropathy (Myeloma Kidney),Nephrology,Acute,Severe,Obstructive casts of light chains in multiple myeloma,Multiple myeloma; high light chains,AKI; Proteinuria; Renal failure
DIS709,Tumor Lysis Syndrome (Renal),Nephrology,Acute,Severe,AKI due to urate and phosphate precipitation after chemotherapy,Hematologic malignancies; post-chemo,Hyperuricemia; Hyperphosphatemia; AKI
DIS710,Hantavirus Nephropathy,Nephrology,Acute,Severe,Infection with hantavirus causing hemorrhagic fever with renal syndrome,Endemic areas (Asia, Europe); rodent exposure,AKI; Thrombocytopenia; Capillary leak
DIS711,Leptospirosis (Weil's Disease) - Renal,Nephrology,Acute,Severe,Severe leptospirosis with renal failure,Tropical; flood exposure; farmers,AKI; Jaundice; Hemorrhage
DIS712,Malaria (Acute Kidney Injury),Nephrology,Acute,Severe,AKI in falciparum malaria,Endemic areas; children,AKI; Blackwater fever; Anemia
DIS713,Schistosomiasis (Urogenital),Urology,Chronic,Moderate,Schistosoma haematobium infection of bladder,Endemic Africa; freshwater exposure,Hematuria; Bladder cancer; Hydronephrosis
DIS714,Schistosomiasis (Hepatosplenic),Hepatology,Chronic,Severe,Portal hypertension due to S. mansoni,Endemic; chronic infection,Variceal bleeding; Hepatosplenomegaly; Ascites
DIS715,Opisthorchiasis (Liver fluke),Hepatology,Chronic,Moderate,Infection with Opisthorchis viverrini,SE Asia; raw fish consumption,Cholangiocarcinoma; Cholangitis; Gallstones
DIS716,Clonorchiasis (Chinese liver fluke),Hepatology,Chronic,Moderate,Clonorchis sinensis infection,East Asia; raw fish,Cholangiocarcinoma; Bile duct obstruction
DIS717,Fascioliasis (Liver fluke),Hepatology,Acute,Severe,Fasciola hepatica infection,Sheep-raising areas; watercress,Liver abscess; Biliary obstruction; Eosinophilia
DIS718,Echinococcosis (Hepatic hydatid cyst),Hepatology,Chronic,Moderate,Echinococcus granulosus cyst in liver,Sheep farming; dog contact,Cyst rupture; Anaphylaxis; Secondary infection
DIS719,Echinococcosis (Alveolar),Hepatology,Chronic,Severe,Echinococcus multilocularis, mimicking liver cancer,Northern hemisphere; foxes,Infiltrative liver lesion; Metastasis; Poor prognosis
DIS720,Amoebic Liver Abscess,Infectious Diseases,Acute,Severe,Entamoeba histolytica abscess,Endemic; poor sanitation,Fever; RUQ pain; Rupture; Peritonitis
DIS721,Pyogenic Liver Abscess,Infectious Diseases,Acute,Severe,Bacterial liver abscess (Klebsiella, E. coli),Diabetics; biliary disease; elderly,Fever; Sepsis; Metastatic infection
DIS722,Fungal Liver Abscess (Candida),Infectious Diseases,Acute,Severe,Hepatosplenic candidiasis in neutropenic patients,Neutropenic; leukemia,Fever; Abdominal pain; Hepatomegaly
DIS723,Portal Vein Thrombosis,Hepatology,Acute,Severe,Thrombosis of portal vein,Cirrhosis; hypercoagulable; abdominal infection,Variceal bleeding; Ascites; Mesenteric ischemia
DIS724,Budd-Chiari Syndrome,Hepatology,Acute,Severe,Hepatic vein thrombosis,Myeloproliferative neoplasms; thrombophilia,Hepatomegaly; Ascites; Liver failure
DIS725,Sinusoidal Obstruction Syndrome (Veno-occlusive disease),Hepatology,Acute,Severe,Post-hematopoietic stem cell transplant liver injury,HSCT; chemotherapy,Weight gain; Jaundice; Ascites; Hepatomegaly
DIS726,Acute Fatty Liver of Pregnancy,Obstetrics and Gynecology,Acute,Severe,Microvesicular fatty infiltration in third trimester,Pregnant women; first pregnancy; multiple gestation,Liver failure; Encephalopathy; DIC
DIS727,HELLP Syndrome,Obstetrics and Gynecology,Acute,Severe,Hemolysis, elevated liver enzymes, low platelets in preeclampsia,Preeclamptic women; third trimester,Liver rupture; DIC; Renal failure
DIS728,Intrahepatic Cholestasis of Pregnancy,Obstetrics and Gynecology,Acute,Moderate,Pruritus and elevated bile acids in pregnancy,Pregnant women; third trimester; recurrence,Fetal distress; Stillbirth; Maternal vitamin K deficiency
DIS729,Hyperemesis Gravidarum,Obstetrics and Gynecology,Acute,Moderate,Severe nausea and vomiting in early pregnancy,Pregnant women; first trimester,Dehydration; Electrolyte imbalance; Weight loss
DIS730,Placenta Accreta Spectrum,Obstetrics and Gynecology,Acute,Severe,Abnormal placental invasion,Prior C-section; placenta previa,Postpartum hemorrhage; Hysterectomy; Maternal death
DIS731,Placental Abruption,Obstetrics and Gynecology,Acute,Severe,Premature separation of placenta,Preeclampsia; trauma; smoking,Maternal hemorrhage; Fetal distress; Stillbirth
DIS732,Placenta Previa,Obstetrics and Gynecology,Acute,Severe,Placenta covering cervical os,Prior C-section; multiparity,Antepartum hemorrhage; Preterm delivery; Maternal death
DIS733,Postpartum Hemorrhage (Atony),Obstetrics and Gynecology,Acute,Severe,Uterine atony after delivery,Prolonged labor; overdistended uterus,Shock; DIC; Hysterectomy
DIS734,Postpartum Hemorrhage (Traumatic),Obstetrics and Gynecology,Acute,Severe,Lacerations or uterine rupture,Instrumental delivery; previous scar,Hypovolemia; Shock
DIS735,Amniotic Fluid Embolism,Obstetrics and Gynecology,Acute,Severe,Anaphylactoid reaction to amniotic fluid,Parturient; rapid labor,Cardiovascular collapse; DIC; Death
DIS736,Puerperal Sepsis,Obstetrics and Gynecology,Acute,Severe,Postpartum uterine infection,C-section; prolonged rupture of membranes; manual placenta removal,Endometritis; Sepsis; Septic shock
DIS737,Mastitis (Lactational),Obstetrics and Gynecology,Acute,Mild,Breast infection during lactation,Postpartum; breastfeeding,Breast abscess; Fever; Pain
DIS738,Galactorrhea,Endocrinology,Chronic,Low,Non-puerperal lactation,Prolactinoma; medications; hypothyroidism,Ammenorrhea; Infertility; Osteoporosis
DIS739,Prolactinoma (Microadenoma),Endocrinology,Chronic,Moderate,Benign prolactin-secreting pituitary tumor,Women 20-50; men,Galactorrhea; Hypogonadism; Infertility; Visual field defects
DIS740,Prolactinoma (Macroadenoma),Endocrinology,Chronic,Severe,Large pituitary tumor with mass effect,Adults; male; headache,Visual loss; Hypopituitarism; Headache
DIS741,Acromegaly (Pituitary),Endocrinology,Chronic,Severe,GH-secreting pituitary adenoma,Adults 40-60; coarse features,Arthralgia; Cardiomyopathy; Diabetes; Sleep apnea
DIS742,Cushing's Disease (Pituitary),Endocrinology,Chronic,Severe,ACTH-secreting pituitary adenoma,Women 20-40; central obesity; striae,Diabetes; Hypertension; Osteoporosis; Depression
DIS743,Cushing's Syndrome (Adrenal),Endocrinology,Chronic,Severe,Adrenal adenoma or carcinoma causing hypercortisolism,Adults; women; sudden onset,As above; Hypokalemia; Androgen excess
DIS744,Adrenal Insufficiency (Primary - Addison's),Endocrinology,Chronic,Moderate,Adrenal destruction (autoimmune, TB),Adults; autoimmune; TB,Hyperpigmentation; Hyponatremia; Hyperkalemia; Shock
DIS745,Adrenal Insufficiency (Secondary),Endocrinology,Chronic,Moderate,ACTH deficiency (pituitary tumor, steroids),Any age; steroid withdrawal; pituitary disease,No hyperpigmentation; Hypotension; Fatigue
DIS746,Pheochromocytoma (Adrenal),Endocrinology,Chronic,Severe,Catecholamine-secreting tumor,Adults 30-50; paroxysmal hypertension,Palpitations; Headache; Sweating; Stroke; MI
DIS747,Pheochromocytoma (Extra-adrenal - Paraganglioma),Endocrinology,Chronic,Severe,Extra-adrenal paraganglioma,Genetic syndromes (SDHx),As above; Head and neck paragangliomas
DIS748,Neuroblastoma,Oncology,Acute,Severe,Embryonal tumor of sympathetic nervous system,Children <5; abdominal mass,Metastasis; Opsoclonus-myoclonus; Hypertension
DIS749,Ganglioneuroma,Oncology,Chronic,Low,Benign tumor of sympathetic ganglia,Older children; adults,Asymptomatic; Incidental
DIS750,Medullary Thyroid Carcinoma (Sporadic),Oncology,Chronic,Severe,Thyroid C-cell malignancy,Adults 40-60; neck mass,Diarrhea; Lymph node metastasis; RET mutation
DIS751,Medullary Thyroid Carcinoma (Hereditary - MEN2),Oncology,Chronic,Severe,Familial MTC,Children; young adults; MEN2A/2B,Early metastasis; Pheochromocytoma; Hyperparathyroidism
DIS752,Parathyroid Adenoma,Endocrinology,Chronic,Moderate,Benign parathyroid tumor causing hyperparathyroidism,Women >50; osteoporosis,Nephrolithiasis; Bone pain; Fatigue
DIS753,Parathyroid Carcinoma,Endocrinology,Chronic,Severe,Rare parathyroid malignancy,Adults; severe hypercalcemia,Renal failure; Bone disease; Metastasis
DIS754,Hypercalcemia of Malignancy (Humoral),Oncology,Acute,Severe,PTHrP-mediated hypercalcemia,Squamous cell lung; renal; breast,Nausea; Confusion; AKI; Coma
DIS755,Hypercalcemia of Malignancy (Local osteolytic),Oncology,Acute,Severe,Bone metastases causing hypercalcemia,Multiple myeloma; breast; lung,As above
DIS756,Hyponatremia (SIADH),Endocrinology,Acute,Moderate,Inappropriate ADH secretion,Lung cancer; CNS disorders; drugs,Nausea; Seizures; Coma; Cerebral edema
DIS757,Hyponatremia (Cerebral salt wasting),Neurology,Acute,Moderate,Renal sodium loss after brain injury,Subarachnoid hemorrhage; head trauma,Polyuria; Hypovolemia; Seizures
DIS758,Diabetes Insipidus (Central),Endocrinology,Chronic,Moderate,ADH deficiency due to pituitary/hypothalamic lesion,Pituitary surgery; trauma; tumor,Polyuria; Polydipsia; Hypernatremia
DIS759,Diabetes Insipidus (Nephrogenic),Nephrology,Chronic,Moderate,Renal resistance to ADH (genetic, lithium),Lithium therapy; boys (X-linked),Polyuria; Hypernatremia; Dehydration
DIS760,Primary Polydipsia,Psychiatry,Chronic,Low,Excessive water intake,Psychiatric patients; habit,Hyponatremia; Dilutional
DIS761,Syndrome of Inappropriate Antidiuresis (SIAD) - chronic,Endocrinology,Chronic,Moderate,Persistent hyponatremia from ADH excess,As SIADH but chronic,Asymptomatic; mild hyponatremia
DIS762,Cerebral Edema (High altitude),Neurology,Acute,Severe,Life-threatening brain swelling at altitude,Climbers; rapid ascent,Ataxia; Altered consciousness; Coma
DIS763,High Altitude Pulmonary Edema (HAPE),Pulmonology,Acute,Severe,Non-cardiogenic pulmonary edema at altitude,Climbers; rapid ascent; cold,Dyspnea; Cough; Cyanosis; Death
DIS764,Decompression Sickness (Neurologic),Neurology,Acute,Severe,Nitrogen bubbles in tissues after rapid ascent,Divers; aviators; caisson workers,Spinal cord deficits; Joint pain; Confusion
DIS765,Arterial Gas Embolism,Neurology,Acute,Severe,Air embolism in cerebral arteries,Scuba diving; iatrogenic,Stroke; Seizures; Cardiac arrest
DIS766,Heat Stroke (Classic),Emergency Medicine,Acute,Severe,Hyperthermia with CNS dysfunction,Elderly; infants; heat wave,Hypotension; Multi-organ failure; DIC
DIS767,Heat Stroke (Exertional),Emergency Medicine,Acute,Severe,Hyperthermia during exercise,Young athletes; military recruits,Rhabdomyolysis; AKI; Liver failure; DIC
DIS768,Hypothermia (Severe),Emergency Medicine,Acute,Severe,Core temperature <28°C,Exposure; elderly; alcohol,Cardiac arrhythmias; Coagulopathy; Coma; Death
DIS769,Frostbite (Deep),Emergency Medicine,Acute,Severe,Tissue freezing with necrosis,Cold exposure; homeless; mountaineers,Tissue loss; Infection; Amputation
DIS770,Electrical Injury (High voltage),Emergency Medicine,Acute,Severe,High-voltage electrical shock,Workplace accidents; lightning,Cardiac arrest; Burns; Rhabdomyolysis; Neurologic sequelae
DIS771,Lightning Injury,Cardiology,Acute,Severe,Lightning strike causing cardiorespiratory arrest,Outdoor activities; storms,Asystole; Burns; Neurologic damage
DIS772,Drowning (Non-fatal),Pulmonology,Acute,Severe,Immersion causing respiratory compromise,Children; swimming; boating,ARDS; Hypoxic brain injury; Infection
DIS773,Smoke Inhalation,Infectious Diseases/Pulmonology,Acute,Severe,Inhalation of combustion products,Fire victims,Airway edema; CO poisoning; ARDS
DIS774,Carbon Monoxide Poisoning,Toxicology,Acute,Severe,CO binding to hemoglobin causing tissue hypoxia,Enclosed fires; faulty heaters; car exhaust,Headache; Confusion; Coma; Delayed neurologic sequelae
DIS775,Cyanide Poisoning,Toxicology,Acute,Severe,Inhibition of cytochrome oxidase,Smoke inhalation; industrial; terrorism,Coma; Seizures; Lactic acidosis; Death
DIS776,Organophosphate Poisoning,Toxicology,Acute,Severe,Irreversible AChE inhibition causing cholinergic crisis,Agricultural workers; suicide,SLUDGE syndrome; Respiratory failure; Seizures
DIS777,Lead Poisoning (Chronic),Toxicology,Chronic,Moderate,Cumulative lead toxicity,Industrial exposure; old paint; folk remedies,Abdominal pain; Neuropathy; Anemia; Encephalopathy
DIS778,Mercury Poisoning (Elemental),Toxicology,Chronic,Severe,Inhalation of mercury vapor,Dental amalgam; broken thermometers; gold mining,Tremor; Gingivitis; Neuropsychiatric; Nephrotic syndrome
DIS779,Mercury Poisoning (Organic - Methylmercury),Toxicology,Chronic,Severe,Consumption of contaminated fish,Seafood consumption; Minamata disease,Paresthesia; Ataxia; Visual field constriction; Developmental delay
DIS780,Arsenic Poisoning (Chronic),Toxicology,Chronic,Severe,Contaminated water; industrial,Hyperkeratosis; Skin cancer; Peripheral neuropathy; Anemia
DIS781,Arsenic Poisoning (Acute),Toxicology,Acute,Severe,Ingestion of high dose,Suicide; homicide,GI symptoms; Shock; Multi-organ failure
DIS782,Cadmium Poisoning (Chronic),Toxicology,Chronic,Severe,Industrial exposure; smoking,Renal tubular dysfunction; Osteomalacia; Lung cancer
DIS783,Chromium Poisoning (Hexavalent),Toxicology,Acute,Severe,Industrial exposure; skin contact,Skin ulcers; Nasal septum perforation; Lung cancer
DIS784,Nickel Poisoning (Acute),Toxicology,Acute,Severe,Inhalation of nickel carbonyl,Industrial; refining,Pneumonitis; CNS depression; Death
DIS785,Berylliosis (Chronic),Pulmonology,Chronic,Severe,Granulomatous lung disease due to beryllium exposure,Aerospace workers; machinists,Interstitial lung disease; Granulomas; Cor pulmonale
DIS786,Silicosis (Chronic),Pulmonology,Chronic,Severe,Nodular pulmonary fibrosis from silica dust,Miners; sandblasters; stone cutters,Progressive massive fibrosis; TB; Lung cancer
DIS787,Coal Worker's Pneumoconiosis (Black Lung),Pulmonology,Chronic,Moderate,Coal dust accumulation in lungs,Coal miners,Simple or complicated; Progressive fibrosis; Caplan syndrome
DIS788,Asbestosis,Pulmonology,Chronic,Severe,Interstitial fibrosis from asbestos exposure,Insulators; shipyard workers; construction,Pleural plaques; Lung cancer; Mesothelioma
DIS789,Byssinosis (Brown Lung),Pulmonology,Chronic,Moderate,Occupational lung disease from cotton dust,Textile workers,Chest tightness; Cough; FEV1 decline
DIS790,Farmer's Lung (Hypersensitivity Pneumonitis),Pulmonology,Chronic,Moderate,Allergic alveolitis from moldy hay,Farmers; exposure,Fever; Cough; Dyspnea; Interstitial fibrosis
DIS791,Bird Fancier's Lung,Pulmonology,Chronic,Moderate,HP from bird droppings/feathers,Pigeon breeders; bird owners,Flu-like episodes; Progressive dyspnea; Fibrosis
DIS792,Hot Tub Lung,Pulmonology,Acute,Moderate,HP from Mycobacterium avium in hot tubs,Hot tub users; immunocompetent,Subacute cough; Dyspnea; Ground-glass opacities
DIS793,Chemical Pneumonitis (Chlorine gas),Pulmonology,Acute,Severe,Inhalation injury from chlorine,Industrial accidents; pool chemicals,ARDS; Airway burns; Pulmonary edema
DIS794,Phosgene Gas Poisoning,Pulmonology,Acute,Severe,Delayed pulmonary edema after exposure,Industrial; warfare,ARDS; Hypoxia; Death
DIS795,Mustard Gas Injury (Chemical warfare),Dermatology/Pulmonology,Acute,Severe,Blistering agent causing skin and lung injury,Warfare; industrial,Severe burns; Airway necrosis; Chronic lung disease
DIS796,Radiation Pneumonitis,Oncology/Pulmonology,Acute,Severe,Inflammatory lung injury after thoracic radiation,Lung cancer; breast cancer; lymphoma,Fever; Cough; Dyspnea; Pulmonary fibrosis
DIS797,Radiation Enteritis,Gastroenterology,Chronic,Moderate,Gastrointestinal injury after abdominal radiation,Abdominal/pelvic cancer patients,Diarrhea; Malabsorption; Stricture; Bleeding
DIS798,Radiation Cystitis,Urology,Chronic,Moderate,Bladder injury after pelvic radiation,Pelvic cancer patients,Hematuria; Frequency; Contracture; Fistula
DIS799,Radiation Dermatitis (Chronic),Dermatology,Chronic,Moderate,Skin changes after radiation,Breast cancer; head and neck,Fibrosis; Telangiectasia; Ulceration
DIS800,Graft-versus-Host Disease (Acute),Immunology,Acute,Severe,Donor T cells attacking host after transplant,Post-allogeneic stem cell transplant,Skin rash; Diarrhea; Cholestatic hepatitis
DIS801,Graft-versus-Host Disease (Chronic),Immunology,Chronic,Severe,Late-phase GVHD with autoimmune-like features,As above,Sicca; Scleroderma; Bronchiolitis obliterans; Liver dysfunction
DIS802,Transplant Rejection (Acute Cellular),Immunology,Acute,Severe,T-cell mediated rejection of solid organ,Post-kidney, heart, liver transplant,Dysfunction of graft; Fever; Tenderness
DIS803,Transplant Rejection (Antibody-mediated),Immunology,Acute,Severe,Donor-specific antibodies causing graft injury,As above,Acute graft dysfunction; C4d deposition
DIS804,Chronic Lung Allograft Dysfunction (Bronchiolitis Obliterans),Pulmonology,Chronic,Severe,Progressive airway obstruction post-lung transplant,Lung transplant recipients,FEV1 decline; Dyspnea; Death
DIS805,Cardiac Allograft Vasculopathy,Cardiology,Chronic,Severe,Accelerated atherosclerosis in transplanted heart,Heart transplant recipients,Silent ischemia; Heart failure; Sudden death
DIS806,Post-transplant Lymphoproliferative Disorder (PTLD),Oncology,Acute,Severe,EBV-driven lymphoproliferation post-transplant,Post-solid organ or stem cell transplant,Lymphadenopathy; Mass lesions; Fever; Organ dysfunction
DIS807,Postherpetic Neuralgia (after shingles),Pain Medicine,Chronic,Moderate,Persistent neuropathic pain after VZV reactivation,Elderly; immunocompromised,Burning pain; Allodynia; Sleep disturbance
DIS808,Trigeminal Neuralgia (Classical),Neurology,Chronic,Severe,Neuropathic pain in trigeminal distribution due to vascular compression,Adults >50; female,Severe electric shock-like pain; Trigger zones
DIS809,Trigeminal Neuralgia (Secondary),Neurology,Chronic,Severe,Due to MS or tumor,Younger adults; associated symptoms,Sensory loss; Bilateral involvement
DIS810,Glossopharyngeal Neuralgia,Neurology,Chronic,Severe,Pain in throat, ear, base of tongue,Adults; idiopathic,Swallowing triggers; Syncope; Weight loss
DIS811,Occipital Neuralgia,Neurology,Chronic,Moderate,Pain in occipital region due to occipital nerve irritation,Adults; trauma; cervical spine,Pain; Tenderness over occiput
DIS812,Complex Regional Pain Syndrome (CRPS) Type I,Pain Medicine,Chronic,Severe,Regional pain with autonomic features after minor trauma,Adults; limb injury,Allodynia; Edema; Trophic changes; Osteoporosis
DIS813,Complex Regional Pain Syndrome (CRPS) Type II,Pain Medicine,Chronic,Severe,With nerve injury,As above,As above
DIS814,Phantom Limb Pain (already)
DIS815,Central Post-Stroke Pain,Neurology,Chronic,Moderate,Neuropathic pain after thalamic or brainstem stroke,Stroke survivors; thalamic lesion,Contralateral burning pain; Allodynia
DIS816,Spinal Cord Injury Pain,Neurology,Chronic,Moderate,Neuropathic pain below level of injury,Spinal cord injury patients,Burning; Shooting; Spasticity
DIS817,Multiple Sclerosis (Pain),Neurology,Chronic,Moderate,Neuropathic pain in MS (optic neuritis, Lhermitte's),MS patients,As above
DIS818,Parkinson's Disease (Pain),Neurology,Chronic,Moderate,Musculoskeletal or central pain in PD,PD patients,Off-period pain; Dystonia
DIS819,Diabetic Peripheral Neuropathy (Painful) (already)
DIS820,Alcoholic Neuropathy (Painful),Neurology,Chronic,Moderate,Peripheral neuropathy due to alcohol toxicity,Chronic alcoholics,Distal burning; Ataxia; Weakness
DIS821,HIV-associated Neuropathy (Painful),Neurology,Chronic,Moderate,Distal sensory polyneuropathy in HIV,HIV patients; on ARVs,Burning feet; Allodynia
DIS822,Chemotherapy-induced Peripheral Neuropathy (CIPN),Neurology,Chronic,Moderate,Neuropathy from taxanes, platinums, vinca alkaloids,Cancer survivors; post-chemo,Numbness; Tingling; Pain; Motor deficits
DIS823,Guillain-Barré Syndrome (Acute Inflammatory Demyelinating Polyneuropathy) (already)
DIS824,Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),Neurology,Chronic,Severe,Immune-mediated demyelinating neuropathy,Adults; progressive or relapsing,Proximal and distal weakness; Sensory loss; Areflexia
DIS825,Multifocal Motor Neuropathy (MMN),Neurology,Chronic,Moderate,Immune-mediated motor neuropathy with conduction block,Men > women; asymmetric weakness,Progressive weakness without sensory loss; Response to IVIG
DIS826,POEMS Syndrome (already)
DIS827,Myasthenia Gravis (Generalized) (already)
DIS828,Myasthenia Gravis (Ocular),Neurology,Chronic,Moderate,Limited to extraocular muscles,Adults; may generalize,Ptosis; Diplopia; Fluctuation
DIS829,Lambert-Eaton Myasthenic Syndrome,Neurology,Chronic,Moderate,Presynaptic neuromuscular junction disorder (VGCC antibodies),Small cell lung cancer; autoimmune,Proximal weakness; Autonomic; Improved with repetitive stimulation
DIS830,Botulism (Foodborne) (already)
DIS831,Botulism (Infant),Infectious Diseases,Acute,Severe,Ingestion of Clostridium botulinum spores in infants,Infants <6 months; honey exposure,Flaccid paralysis; Constipation; Respiratory failure
DIS832,Botulism (Wound),Infectious Diseases,Acute,Severe,Wound infection with C. botulinum,IV drug users; trauma,As foodborne
DIS833,Tetanus (Generalized) (already)
DIS834,Tetanus (Neonatal),Infectious Diseases,Acute,Severe,Tetanus neonatorum from umbilical stump infection,Newborns in developing countries; unvaccinated mother,Trismus; Rigidity; Apnea; Death
DIS835,Tetanus (Cephalic),Infectious Diseases,Acute,Severe,Cephalic tetanus after head wound,Adults; head trauma,Cranial nerve palsies; Trismus; Risk of generalized
DIS836,Diphtheria (Respiratory) (already)
DIS837,Diphtheria (Cutaneous),Infectious Diseases,Acute,Moderate,Skin infection with Corynebacterium diphtheriae,Tropical; poor hygiene,Non-healing ulcer; Membranous
DIS838,Pertussis (already)
DIS839,Haemophilus influenzae type b (Epiglottitis) (already)
DIS840,Haemophilus influenzae type b (Meningitis) (already)
DIS841,Streptococcus pneumoniae (Pneumococcal Meningitis) (already)
DIS842,Neisseria meningitidis (Meningococcal Meningitis) (already)
DIS843,Neisseria meningitidis (Meningococcemia) (already)
DIS844,Listeria monocytogenes (Meningitis, Neonatal),Infectious Diseases,Acute,Severe,Neonatal sepsis/meningitis from Listeria,Newborns; vertical transmission,Sepsis; Respiratory distress; Meningitis
DIS845,Listeria monocytogenes (Meningitis, Adult),Infectious Diseases,Acute,Severe,Listeria meningitis in immunocompromised/elderly,Elderly; pregnant; immunocompromised,Meningitis; Brainstem encephalitis
DIS846,Group B Streptococcus (Neonatal Sepsis),Infectious Diseases,Acute,Severe,Early-onset GBS disease,Newborns; maternal colonization,Sepsis; Pneumonia; Meningitis
DIS847,Group B Streptococcus (Late-onset),Infectious Diseases,Acute,Severe,Infants 1 week to 3 months,Bacteremia; Meningitis
DIS848,Escherichia coli (Neonatal Meningitis),Infectious Diseases,Acute,Severe,E. coli K1 meningitis in neonates,Newborns; preterm,Seizures; Hydrocephalus; Death
DIS849,Staphylococcus aureus (Methicillin-sensitive - MSSA),Infectious Diseases,Acute,Severe,Infections ranging from skin to bacteremia,All ages; IV lines; surgery,Endocarditis; Osteomyelitis; Abscess
DIS850,Staphylococcus aureus (Methicillin-resistant - MRSA),Infectious Diseases,Acute,Severe,Resistant staph infections,Healthcare contact; community strains,Skin infections; Pneumonia; Sepsis
DIS851,Staphylococcus epidermidis (Coagulase-negative),Infectious Diseases,Acute,Moderate,Foreign body infections (prosthetic valves, catheters),Hospitalized; device-related,Bacteremia; Endocarditis; Graft infection
DIS852,Enterococcus faecalis (Vancomycin-susceptible),Infectious Diseases,Acute,Moderate,UTI, bacteremia, endocarditis,Hospitalized; elderly; prior antibiotics,Endocarditis; Bacteremia
DIS853,Enterococcus faecium (Vancomycin-resistant - VRE),Infectious Diseases,Acute,Severe,Resistant enterococcal infections,ICU; transplant; immunocompromised,Bacteremia; Endocarditis; Limited treatment options
DIS854,Pseudomonas aeruginosa (Healthcare-associated),Infectious Diseases,Acute,Severe,Opportunistic Gram-negative infections,ICU; ventilated; neutropenic,Pneumonia; Sepsis; Malignant otitis externa
DIS855,Acinetobacter baumannii (Multidrug-resistant),Infectious Diseases,Acute,Severe,Nosocomial infections,ICU; trauma; burns,Ventilator-associated pneumonia; Bacteremia; Meningitis
DIS856,Stenotrophomonas maltophilia,Infectious Diseases,Acute,Severe,Opportunistic pathogen,ICU; immunocompromised; central lines,Pneumonia; Bacteremia; Catheter-related
DIS857,Burkholderia cepacia,Infectious Diseases,Chronic,Severe,Resistant organism in cystic fibrosis,CF patients; immunocompromised,Chronic respiratory infection; Cepacia syndrome
DIS858,Mycobacterium abscessus (Non-tuberculous mycobacteria),Infectious Diseases,Chronic,Severe,Rapid-growing mycobacterium,CF; bronchiectasis; immunocompromised,Chronic lung disease; Skin infection; Disseminated
DIS859,Mycobacterium avium complex (MAC) - Pulmonary,Pulmonology,Chronic,Moderate,Chronic lung infection in elderly,Postmenopausal women; elderly men; bronchiectasis,Cough; Fatigue; Nodules; Cavitation
DIS860,Mycobacterium avium complex (MAC) - Disseminated,Infectious Diseases,Chronic,Severe,Disseminated in advanced HIV,HIV with low CD4,Fever; Night sweats; Anemia; Diarrhea
DIS861,Mycobacterium kansasii,Pulmonology,Chronic,Moderate,NTM pulmonary disease,Middle-aged; COPD; pneumoconiosis,Resembles TB; Cavitary lesions
DIS862,Mycobacterium marinum (Fish tank granuloma),Dermatology,Chronic,Low,Skin infection from fish tanks/aquariums,Aquarium owners; fishermen,Nodules; Sporotrichoid spread; Tenosynovitis
DIS863,Mycobacterium ulcerans (Buruli ulcer),Infectious Diseases,Chronic,Severe,Necrotizing skin infection,Sub-Saharan Africa; Australia,Painless nodule; Ulcer; Extensive necrosis; Osteomyelitis
DIS864,Leprosy (Hansen's disease) - Tuberculoid,Infectious Diseases,Chronic,Moderate,Paucibacillary leprosy,Endemic areas; close contact,Hypopigmented patch; Anesthesia; Nerve enlargement
DIS865,Leprosy (Hansen's disease) - Lepromatous,Infectious Diseases,Chronic,Severe,Multibacillary leprosy,As above,Skin nodules; Diffuse infiltration; Nerve damage; Eye involvement
DIS866,Leprosy (Borderline),Infectious Diseases,Chronic,Moderate,Unstable form,As above,Variable; Immune reactions
